airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air Asia,2019-05-15,kolkata,banglore,07:35:00,19:25:00,710,1.0,no info,5192
Multiple Carriers,2019-03-03,delhi,cochin,07:05:00,15:30:00,505,1.0,no info,17057
Jet Airways,2019-06-27,delhi,cochin,14:35:00,12:35:00,1320,2.0,in-flight meal not included,10919
Air India,2019-06-01,delhi,cochin,20:40:00,09:25:00,765,1.0,no info,7480
Indigo,2019-05-27,mumbai,hyderabad,16:55:00,18:25:00,90,0.0,no info,3175
Multiple Carriers,2019-06-01,delhi,cochin,09:15:00,19:00:00,585,1.0,no info,12042
Indigo,2019-04-06,kolkata,banglore,22:15:00,00:50:00,155,0.0,no info,4174
Jet Airways,2019-06-12,delhi,cochin,20:00:00,19:00:00,1380,2.0,no info,14300
Jet Airways,2019-06-09,delhi,cochin,19:30:00,04:25:00,535,2.0,no info,13014
Indigo,2019-05-01,kolkata,banglore,20:20:00,22:55:00,155,0.0,no info,4804
Air Asia,2019-04-03,banglore,delhi,04:55:00,07:45:00,170,0.0,no info,4282
Air India,2019-06-15,banglore,delhi,13:20:00,16:10:00,170,0.0,no info,6961
Spicejet,2019-06-15,kolkata,banglore,17:10:00,19:40:00,150,0.0,no info,3873
Goair,2019-04-12,banglore,delhi,07:45:00,10:40:00,175,0.0,no info,6722
Jet Airways,2019-06-27,banglore,delhi,07:10:00,10:10:00,180,0.0,in-flight meal not included,6478
Jet Airways,2019-03-18,banglore,new delhi,21:25:00,09:30:00,725,1.0,no info,13555
Air India,2019-05-06,kolkata,banglore,05:50:00,13:15:00,445,2.0,no info,7662
Indigo,2019-03-21,mumbai,hyderabad,09:10:00,10:35:00,85,0.0,no info,4049
Spicejet,2019-04-12,kolkata,banglore,06:55:00,09:30:00,155,0.0,no check-in baggage included,3841
Indigo,2019-06-18,mumbai,hyderabad,06:25:00,07:55:00,90,0.0,no info,4049
Indigo,2019-06-06,chennai,kolkata,19:35:00,21:55:00,140,0.0,no info,3597
Indigo,2019-03-24,banglore,new delhi,16:55:00,19:45:00,170,0.0,no info,7303
Multiple Carriers,2019-06-12,delhi,cochin,15:15:00,01:30:00,615,1.0,no info,6795
Air India,2019-05-06,kolkata,banglore,17:30:00,08:55:00,925,1.0,no info,10203
Indigo,2019-04-15,banglore,delhi,16:55:00,19:55:00,180,0.0,no info,4823
Multiple Carriers,2019-06-01,delhi,cochin,09:00:00,19:00:00,600,1.0,no info,12717
Jet Airways,2019-05-27,delhi,cochin,09:00:00,12:35:00,1655,1.0,in-flight meal not included,12898
Jet Airways,2019-05-21,delhi,cochin,20:55:00,19:00:00,1325,1.0,no info,16079
Air India,2019-03-01,banglore,new delhi,11:05:00,22:45:00,700,1.0,no info,14069
Jet Airways,2019-06-12,kolkata,banglore,09:35:00,10:55:00,1520,1.0,no info,12692
Multiple Carriers,2019-06-03,delhi,cochin,11:25:00,19:00:00,455,1.0,no info,10877
Air India,2019-06-09,delhi,cochin,19:45:00,19:15:00,1410,2.0,no info,9968
Vistara,2019-05-12,banglore,delhi,21:00:00,23:50:00,170,0.0,no info,4668
Multiple Carriers,2019-06-24,delhi,cochin,09:45:00,16:10:00,385,1.0,no info,9646
Spicejet,2019-03-01,banglore,new delhi,10:20:00,18:15:00,475,1.0,no info,23267
Indigo,2019-04-03,banglore,delhi,06:05:00,08:50:00,165,0.0,no info,4077
Indigo,2019-05-09,banglore,delhi,18:55:00,21:50:00,175,0.0,no info,4823
Jet Airways,2019-05-18,kolkata,banglore,08:25:00,16:20:00,475,1.0,no info,14781
Vistara,2019-05-06,chennai,kolkata,07:05:00,09:20:00,135,0.0,no info,3687
Jet Airways,2019-05-18,delhi,cochin,19:30:00,12:35:00,1025,2.0,no info,13014
Jet Airways,2019-03-09,delhi,cochin,17:25:00,18:50:00,1525,1.0,no info,16289
Air India,2019-05-12,kolkata,banglore,12:00:00,21:50:00,590,2.0,no info,10676
Multiple Carriers,2019-05-15,delhi,cochin,12:50:00,19:15:00,385,1.0,no info,8266
Jet Airways,2019-06-12,delhi,cochin,14:00:00,19:00:00,300,1.0,in-flight meal not included,10262
Jet Airways,2019-06-12,delhi,cochin,09:40:00,19:00:00,560,2.0,in-flight meal not included,10368
Jet Airways,2019-06-01,delhi,cochin,05:30:00,19:00:00,810,2.0,no info,13014
Multiple Carriers,2019-05-27,delhi,cochin,11:30:00,01:30:00,840,1.0,no info,13377
Jet Airways,2019-06-21,mumbai,hyderabad,10:20:00,11:50:00,90,0.0,in-flight meal not included,4995
